URL,Version,Status,OIDs,Name,Title,Description,Uses,Used,Sources
https://interop.esante.gouv.fr/ig/fhir/tddui/ValueSet/tddui-care-plan-supporting-info,2.2.0,active,,TDDUICarePlanSupportingInfo,TDDUI CarePlan supportingInfo,"ValueSet définissant les types de notes pour l'élément CarePlan.supportingInfo.",,
https://interop.esante.gouv.fr/ig/fhir/tddui/ValueSet/tddui-contact-protection-juridique,2.2.0,active,,TDDUIContactProtectionJuridique,TDDUI Contact Protection Juridique,"ValueSet définissant la protection juridique.",,"ans.fr.terminologies"
https://interop.esante.gouv.fr/ig/fhir/tddui/ValueSet/tddui-contact-related-person-relashionship,2.2.0,active,,TDDUIRelatedPersonRelashionship,TDDUI Related Person Relashionship,"ValueSet définissant les slices de RelatedPerson.relationship.",,
https://interop.esante.gouv.fr/ig/fhir/tddui/ValueSet/tddui-contact-relation,2.2.0,active,,TDDUIContactRelation,TDDUI Contact Relation,"ValueSet définissant les relations.",,
https://interop.esante.gouv.fr/ig/fhir/tddui/ValueSet/tddui-discriminator,2.2.0,active,,TDDUIDiscriminator,TDDUI Discriminator,"ValueSet définissant les codes discriminants.",,"Internal"
https://interop.esante.gouv.fr/ig/fhir/tddui/ValueSet/tddui-encounter-identifier,2.2.0,active,,TDDUIEncounterIdentifier,TDDUI Encounter Identifier,"ValueSet pour la définition des codes d'identifiant de séjour",,"Internal"
https://interop.esante.gouv.fr/ig/fhir/tddui/ValueSet/tddui-encounter-participant,2.2.0,active,,TDDUIEncounterParticipant,TDDUI Encounter Participant,"ValueSet pour la définition des codes de participant d'un événement",,"Internal"
https://interop.esante.gouv.fr/ig/fhir/tddui/ValueSet/tddui-encounter-type,2.2.0,active,,TDDUIEncounterType,TDDUI Encounter Type,"ValueSet pour la définition des codes de type de séjour",,"THO"
https://interop.esante.gouv.fr/ig/fhir/tddui/ValueSet/tddui-goal-attente-note,2.2.0,active,,TDDUIGoalAttenteNote,TDDUI Goal Attente Note,"ValueSet définissant les types de notes pour l'élément Goal.note.",,
https://interop.esante.gouv.fr/ig/fhir/tddui/ValueSet/tddui-goal-objectif-note,2.2.0,active,,TDDUIGoalObjectifNote,TDDUI Goal Objectif Note,"ValueSet définissant les types de notes pour l'élément Goal.note.",,
https://interop.esante.gouv.fr/ig/fhir/tddui/ValueSet/tddui-patient-identifier,2.2.0,active,,TDDUIPatientIdentifier,TDDUI Patient Identifier,"ValueSet pour la définition des codes d'identifiant de l'usager",,"THO (V2),Internal,hl7.fhir.fr.core"
https://interop.esante.gouv.fr/ig/fhir/tddui/ValueSet/tddui-serafin,2.2.0,active,,TDDUISerafin,TDDUI SERAFIN,"ValueSet contenant les codes SERAFIN (prestations directes et indirectes) pour le profil TDDUI Encounter Evenement.",,
https://interop.esante.gouv.fr/ig/fhir/tddui/ValueSet/tddui-task-input-action,2.2.0,active,,TDDUITaskInputAction,TDDUI Task Input Action,"ValueSet pour la définition des éléments spécifiques des input dans la ressource Task utilisée pour les actions du projet personnalisé.",,"Internal"
https://interop.esante.gouv.fr/ig/fhir/tddui/ValueSet/tddui-task-input-bilan,2.2.0,active,,TDDUITaskInputBilan,TDDUI Task Input Bilan,"ValueSet pour la définition des éléments spécifiques des input dans la ressource Task utilisée pour le bilan du projet personnalisé.",,"Internal"
https://interop.esante.gouv.fr/ig/fhir/tddui/ValueSet/tddui-task-input-moyen-ressource,2.2.0,active,,TDDUITaskInputMoyenRessource,TDDUI Task Input Moyen Ressource,"ValueSet  pour la définition des éléments spécifiques des input dans la ressource Task utilisée pour les moyens et ressources du projet personnalisé.",,"Internal"
https://interop.esante.gouv.fr/ig/fhir/tddui/ValueSet/tddui-task-input-prestation,2.2.0,active,,TDDUITaskInputPrestation,TDDUI Task Input Prestation,"ValueSet pour la définition des éléments spécifiques des input dans la ressource Task utilisée pour les prestations du projet personnalisé.",,"Internal"
https://interop.esante.gouv.fr/ig/fhir/tddui/ValueSet/tddui-task-input-transport,2.2.0,active,,TDDUITaskInputTransport,TDDUI Task Input Transport,"ValueSet pour la définition des éléments spécifiques des input dans la ressource Task utilisée pour les transports dans le cadre du DUI.",,"Internal"
https://interop.esante.gouv.fr/ig/fhir/tddui/ValueSet/tddui-task-output-bilan,2.2.0,active,,TDDUITaskOutputBilan,TDDUI Task Output Bilan,"ValueSet pour la définition des éléments spécifiques des output dans la ressource Task utilisée pour le bilan du projet personnalisé.",,"Internal"
