URL,Version,Status,OIDs,Name,Title,Description,Uses,Used,Sources
http://hl7.org/fhir/ValueSet/encounter-participant-type,4.0.1,draft,"2.16.840.1.113883.4.642.3.250",ParticipantType,Participant type,"This value set defines a set of codes that can be used to indicate how an individual participates in an encounter.","ValueSet/tddui-encounter-participant","THO (V3),THO"
http://hl7.org/fhir/ValueSet/identifier-type,4.0.1,active,"2.16.840.1.113883.4.642.3.45",Identifier Type Codes,IdentifierType,"A coded type for an identifier that can be used to determine which identifier to use for a specific purpose.","ValueSet/tddui-encounter-identifier,ValueSet/tddui-patient-identifier","THO (V2)"
http://terminology.hl7.org/ValueSet/v3-Country,3.0.0,active,"2.16.840.1.113883.1.11.171",Country,Country,"Countries of the world. ISO 3166, part 1, alpha-3 set.","StructureDefinition/tddui-nationality","hl7.terminology.r4"
https://hl7.fr/ig/fhir/core/ValueSet/fr-core-vs-encounter-discharge-disposition,2.1.0,active,,FRCoreValueSetEncounterDischargeDisposition,FR Core ValueSet Encounter discharge disposition,"This value set defines a set of codes that can be used to where the patient left the hospital | Circonstances de sortie de l'hôpital.","StructureDefinition/tddui-encounter-evenement","hl7.fhir.fr.core,THO"
https://hl7.fr/ig/fhir/core/ValueSet/fr-core-vs-encounter-identifier-type,2.1.0,active,,FRCoreValueSetEncounterIdentifierType,FR Core ValueSet Encounter identifier type,"A coded type for an identifier that can be used to determine which identifier to use for a specific purpose (Encounters).","StructureDefinition/tddui-encounter-evenement","hl7.fhir.fr.core"
https://hl7.fr/ig/fhir/core/ValueSet/fr-core-vs-encounter-type,2.1.0,active,,FRCoreValueSetEncounterType,FR Core ValueSet Encounter type,"A coded type for an encounter | Jeu de valeurs des types de rencontre.","ValueSet/tddui-encounter-type","THO (V2),hl7.fhir.fr.core"
https://hl7.fr/ig/fhir/core/ValueSet/fr-core-vs-location-physical-type,2.1.0,active,,FRCoreValueSetLocationPhysicalType,FR Core ValueSet Location physical type,"French location physical type | Types de lieux physiques pour la France","StructureDefinition/tddui-encounter-evenement","hl7.fhir.fr.core"
https://hl7.fr/ig/fhir/core/ValueSet/fr-core-vs-organization-identifier-type,2.1.0,active,,FRCoreValueSetOrganizationIdentifierType,FR Core ValueSet Organization identifier type,"A coded type for an identifier that can be used to determine which identifier to use for a specific purpose (Organizations).","StructureDefinition/tddui-organization","hl7.fhir.fr.core"
https://hl7.fr/ig/fhir/core/ValueSet/fr-core-vs-patient-gender-INS,2.1.0,active,,FRCoreValueSetPatientGenderINS,FR Core ValueSet Patient gender INS ValueSet,"Patient Gender for INS : male | female | unknown","StructureDefinition/tddui-patient,StructureDefinition/tddui-related-person-contact","hl7.fhir.r4.core"
https://interop.esante.gouv.fr/ig/fhir/tddui/ValueSet/tddui-care-plan-supporting-info,2.2.0,active,,TDDUICarePlanSupportingInfo,TDDUI CarePlan supportingInfo,"ValueSet définissant les types de notes pour l'élément CarePlan.supportingInfo.","StructureDefinition/tddui-careplan-projet-personnalise",
https://interop.esante.gouv.fr/ig/fhir/tddui/ValueSet/tddui-contact-protection-juridique,2.2.0,active,,TDDUIContactProtectionJuridique,TDDUI Contact Protection Juridique,"ValueSet définissant la protection juridique.","StructureDefinition/tddui-related-person-contact,ValueSet/tddui-contact-related-person-relashionship","ans.fr.terminologies"
https://interop.esante.gouv.fr/ig/fhir/tddui/ValueSet/tddui-contact-related-person-relashionship,2.2.0,active,,TDDUIRelatedPersonRelashionship,TDDUI Related Person Relashionship,"ValueSet définissant les slices de RelatedPerson.relationship.","StructureDefinition/tddui-related-person-contact",
https://interop.esante.gouv.fr/ig/fhir/tddui/ValueSet/tddui-contact-relation,2.2.0,active,,TDDUIContactRelation,TDDUI Contact Relation,"ValueSet définissant les relations.","StructureDefinition/tddui-related-person-contact,ValueSet/tddui-contact-related-person-relashionship",
https://interop.esante.gouv.fr/ig/fhir/tddui/ValueSet/tddui-discriminator,2.2.0,active,,TDDUIDiscriminator,TDDUI Discriminator,"ValueSet définissant les codes discriminants.","ValueSet/tddui-goal-attente-note,ValueSet/tddui-goal-objectif-note,StructureDefinition/tddui-discriminator,ValueSet/tddui-care-plan-supporting-info","Internal"
https://interop.esante.gouv.fr/ig/fhir/tddui/ValueSet/tddui-encounter-identifier,2.2.0,active,,TDDUIEncounterIdentifier,TDDUI Encounter Identifier,"ValueSet pour la définition des codes d'identifiant de séjour","StructureDefinition/tddui-encounter-sejour","Internal"
https://interop.esante.gouv.fr/ig/fhir/tddui/ValueSet/tddui-encounter-participant,2.2.0,active,,TDDUIEncounterParticipant,TDDUI Encounter Participant,"ValueSet pour la définition des codes de participant d'un événement","StructureDefinition/tddui-encounter-evenement","Internal"
https://interop.esante.gouv.fr/ig/fhir/tddui/ValueSet/tddui-encounter-type,2.2.0,active,,TDDUIEncounterType,TDDUI Encounter Type,"ValueSet pour la définition des codes de type de séjour","StructureDefinition/tddui-encounter-evenement","THO"
https://interop.esante.gouv.fr/ig/fhir/tddui/ValueSet/tddui-goal-attente-note,2.2.0,active,,TDDUIGoalAttenteNote,TDDUI Goal Attente Note,"ValueSet définissant les types de notes pour l'élément Goal.note.","StructureDefinition/tddui-goal-attente",
https://interop.esante.gouv.fr/ig/fhir/tddui/ValueSet/tddui-goal-objectif-note,2.2.0,active,,TDDUIGoalObjectifNote,TDDUI Goal Objectif Note,"ValueSet définissant les types de notes pour l'élément Goal.note.","StructureDefinition/tddui-goal-objectif",
https://interop.esante.gouv.fr/ig/fhir/tddui/ValueSet/tddui-patient-identifier,2.2.0,active,,TDDUIPatientIdentifier,TDDUI Patient Identifier,"ValueSet pour la définition des codes d'identifiant de l'usager","StructureDefinition/tddui-patient,StructureDefinition/tddui-patient-ins","THO (V2),Internal,hl7.fhir.fr.core"
https://interop.esante.gouv.fr/ig/fhir/tddui/ValueSet/tddui-serafin,2.2.0,active,,TDDUISerafin,TDDUI SERAFIN,"ValueSet contenant les codes SERAFIN (prestations directes et indirectes) pour le profil TDDUI Encounter Evenement.","StructureDefinition/tddui-encounter-evenement,StructureDefinition/tddui-task-prestation,ValueSet/tddui-encounter-type",
